
              -- N E S T --
  Copyright (C) 2004 The NEST Initiative

 Version: 3.9.0-post0.dev0
 Built: Jan 15 2026 10:38:56

 This program is provided AS IS and comes with
 NO WARRANTY. See the file LICENSE for details.

 Problems or suggestions?
   Visit https://www.nest-simulator.org

 Type 'nest.help()' to find out more about NEST.



[  53% ] Model time: 1057.0 ms, Real-time factor: 0.3306
[  53% ] Model time: 1057.5 ms, Real-time factor: 0.3306
[  53% ] Model time: 1058.0 ms, Real-time factor: 0.3306
[  53% ] Model time: 1058.5 ms, Real-time factor: 0.3307
[  53% ] Model time: 1059.0 ms, Real-time factor: 0.3307
[  53% ] Model time: 1059.5 ms, Real-time factor: 0.3307
[  53% ] Model time: 1060.0 ms, Real-time factor: 0.3307
[  54% ] Model time: 1060.5 ms, Real-time factor: 0.3307
[  54% ] Model time: 1061.0 ms, Real-time factor: 0.3307
[  54% ] Model time: 1061.5 ms, Real-time factor: 0.3307
[  54% ] Model time: 1062.0 ms, Real-time factor: 0.3307
[  54% ] Model time: 1062.5 ms, Real-time factor: 0.3307
[  54% ] Model time: 1063.0 ms, Real-time factor: 0.3307
[  54% ] Model time: 1063.5 ms, Real-time factor: 0.3307
[  54% ] Model time: 1064.0 ms, Real-time factor: 0.3307
[  54% ] Model time: 1064.5 ms, Real-time factor: 0.3308
[  54% ] Model time: 1065.0 ms, Real-time factor: 0.3308
[  54% ] Model time: 1065.5 ms, Real-time factor: 0.3308
[  54% ] Model time: 1066.0 ms, Real-time factor: 0.3308
[  54% ] Model time: 1066.5 ms, Real-time factor: 0.3308
[  54% ] Model time: 1067.0 ms, Real-time factor: 0.3308
[  54% ] Model time: 1067.5 ms, Real-time factor: 0.3308
[  54% ] Model time: 1068.0 ms, Real-time factor: 0.3308
[  54% ] Model time: 1068.5 ms, Real-time factor: 0.3308
[  54% ] Model time: 1069.0 ms, Real-time factor: 0.3308
[  54% ] Model time: 1069.5 ms, Real-time factor: 0.3308
[  54% ] Model time: 1070.0 ms, Real-time factor: 0.3308
[  54% ] Model time: 1070.5 ms, Real-time factor: 0.3308
[  54% ] Model time: 1071.0 ms, Real-time factor: 0.3308
[  54% ] Model time: 1071.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1072.0 ms, Real-time factor: 0.3309
[  54% ] Model time: 1072.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1073.0 ms, Real-time factor: 0.3309
[  54% ] Model time: 1073.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1074.0 ms, Real-time factor: 0.3309
[  54% ] Model time: 1074.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1075.0 ms, Real-time factor: 0.3309
[  54% ] Model time: 1075.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1076.0 ms, Real-time factor: 0.3309
[  54% ] Model time: 1076.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1077.0 ms, Real-time factor: 0.3309
[  54% ] Model time: 1077.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1078.0 ms, Real-time factor: 0.3309
[  54% ] Model time: 1078.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1079.0 ms, Real-time factor: 0.3309
[  54% ] Model time: 1079.5 ms, Real-time factor: 0.3309
[  54% ] Model time: 1080.0 ms, Real-time factor: 0.3310
[  55% ] Model time: 1080.5 ms, Real-time factor: 0.3310
[  55% ] Model time: 1081.0 ms, Real-time factor: 0.3310
[  55% ] Model time: 1081.5 ms, Real-time factor: 0.3310
[  55% ] Model time: 1082.0 ms, Real-time factor: 0.3310
[  55% ] Model time: 1082.5 ms, Real-time factor: 0.3310
[  55% ] Model time: 1083.0 ms, Real-time factor: 0.3310
[  55% ] Model time: 1083.5 ms, Real-time factor: 0.3310
[  55% ] Model time: 1084.0 ms, Real-time factor: 0.3310
[  55% ] Model time: 1084.5 ms, Real-time factor: 0.3310
[  55% ] Model time: 1085.0 ms, Real-time factor: 0.3310
[  55% ] Model time: 1085.5 ms, Real-time factor: 0.3310
[  55% ] Model time: 1086.0 ms, Real-time factor: 0.3310
[  55% ] Model time: 1086.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1087.0 ms, Real-time factor: 0.3311
[  55% ] Model time: 1087.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1088.0 ms, Real-time factor: 0.3311
[  55% ] Model time: 1088.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1089.0 ms, Real-time factor: 0.3311
[  55% ] Model time: 1089.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1090.0 ms, Real-time factor: 0.3311
[  55% ] Model time: 1090.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1091.0 ms, Real-time factor: 0.3311
[  55% ] Model time: 1091.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1092.0 ms, Real-time factor: 0.3311
[  55% ] Model time: 1092.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1093.0 ms, Real-time factor: 0.3311
[  55% ] Model time: 1093.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1094.0 ms, Real-time factor: 0.3311
[  55% ] Model time: 1094.5 ms, Real-time factor: 0.3311
[  55% ] Model time: 1095.0 ms, Real-time factor: 0.3312
[  55% ] Model time: 1095.5 ms, Real-time factor: 0.3312
[  55% ] Model time: 1096.0 ms, Real-time factor: 0.3312
[  55% ] Model time: 1096.5 ms, Real-time factor: 0.3312
[  55% ] Model time: 1097.0 ms, Real-time factor: 0.3312
[  55% ] Model time: 1097.5 ms, Real-time factor: 0.3312
[  55% ] Model time: 1098.0 ms, Real-time factor: 0.3312
[  55% ] Model time: 1098.5 ms, Real-time factor: 0.3312
[  55% ] Model time: 1099.0 ms, Real-time factor: 0.3313
[  55% ] Model time: 1099.5 ms, Real-time factor: 0.3313
[  55% ] Model time: 1100.0 ms, Real-time factor: 0.3313
[  56% ] Model time: 1100.5 ms, Real-time factor: 0.3313
[  56% ] Model time: 1101.0 ms, Real-time factor: 0.3313
[  56% ] Model time: 1101.5 ms, Real-time factor: 0.3313
[  56% ] Model time: 1102.0 ms, Real-time factor: 0.3313
[  56% ] Model time: 1102.5 ms, Real-time factor: 0.3314
[  56% ] Model time: 1103.0 ms, Real-time factor: 0.3314
[  56% ] Model time: 1103.5 ms, Real-time factor: 0.3314
[  56% ] Model time: 1104.0 ms, Real-time factor: 0.3314
[  56% ] Model time: 1104.5 ms, Real-time factor: 0.3314
[  56% ] Model time: 1105.0 ms, Real-time factor: 0.3314
[  56% ] Model time: 1105.5 ms, Real-time factor: 0.3314
[  56% ] Model time: 1106.0 ms, Real-time factor: 0.3314
[  56% ] Model time: 1106.5 ms, Real-time factor: 0.3314
[  56% ] Model time: 1107.0 ms, Real-time factor: 0.3315
[  56% ] Model time: 1107.5 ms, Real-time factor: 0.3315
[  56% ] Model time: 1108.0 ms, Real-time factor: 0.3315
[  56% ] Model time: 1108.5 ms, Real-time factor: 0.3315
[  56% ] Model time: 1109.0 ms, Real-time factor: 0.3315
[  56% ] Model time: 1109.5 ms, Real-time factor: 0.3315
[  56% ] Model time: 1110.0 ms, Real-time factor: 0.3315
[  56% ] Model time: 1110.5 ms, Real-time factor: 0.3315
[  56% ] Model time: 1111.0 ms, Real-time factor: 0.3316
[  56% ] Model time: 1111.5 ms, Real-time factor: 0.3316
[  56% ] Model time: 1112.0 ms, Real-time factor: 0.3316
[  56% ] Model time: 1112.5 ms, Real-time factor: 0.3316
[  56% ] Model time: 1113.0 ms, Real-time factor: 0.3316
[  56% ] Model time: 1113.5 ms, Real-time factor: 0.3316
[  56% ] Model time: 1114.0 ms, Real-time factor: 0.3316
[  56% ] Model time: 1114.5 ms, Real-time factor: 0.3317
[  56% ] Model time: 1115.0 ms, Real-time factor: 0.3317
[  56% ] Model time: 1115.5 ms, Real-time factor: 0.3317
[  56% ] Model time: 1116.0 ms, Real-time factor: 0.3317
[  56% ] Model time: 1116.5 ms, Real-time factor: 0.3317
[  56% ] Model time: 1117.0 ms, Real-time factor: 0.3317
[  56% ] Model time: 1117.5 ms, Real-time factor: 0.3317
[  56% ] Model time: 1118.0 ms, Real-time factor: 0.3318
[  56% ] Model time: 1118.5 ms, Real-time factor: 0.3318
[  56% ] Model time: 1119.0 ms, Real-time factor: 0.3318
[  56% ] Model time: 1119.5 ms, Real-time factor: 0.3318
[  56% ] Model time: 1120.0 ms, Real-time factor: 0.3318
[  57% ] Model time: 1120.5 ms, Real-time factor: 0.3318
[  57% ] Model time: 1121.0 ms, Real-time factor: 0.3318
[  57% ] Model time: 1121.5 ms, Real-time factor: 0.3319
[  57% ] Model time: 1122.0 ms, Real-time factor: 0.3319
[  57% ] Model time: 1122.5 ms, Real-time factor: 0.3319
[  57% ] Model time: 1123.0 ms, Real-time factor: 0.3319
[  57% ] Model time: 1123.5 ms, Real-time factor: 0.3319
[  57% ] Model time: 1124.0 ms, Real-time factor: 0.3319
[  57% ] Model time: 1124.5 ms, Real-time factor: 0.3320
[  57% ] Model time: 1125.0 ms, Real-time factor: 0.3320
[  57% ] Model time: 1125.5 ms, Real-time factor: 0.3320
[  57% ] Model time: 1126.0 ms, Real-time factor: 0.3320
[  57% ] Model time: 1126.5 ms, Real-time factor: 0.3320
[  57% ] Model time: 1127.0 ms, Real-time factor: 0.3320
[  57% ] Model time: 1127.5 ms, Real-time factor: 0.3320
[  57% ] Model time: 1128.0 ms, Real-time factor: 0.3320
[  57% ] Model time: 1128.5 ms, Real-time factor: 0.3321
[  57% ] Model time: 1129.0 ms, Real-time factor: 0.3321
[  57% ] Model time: 1129.5 ms, Real-time factor: 0.3321
[  57% ] Model time: 1130.0 ms, Real-time factor: 0.3321
[  57% ] Model time: 1130.5 ms, Real-time factor: 0.3321
[  57% ] Model time: 1131.0 ms, Real-time factor: 0.3321
[  57% ] Model time: 1131.5 ms, Real-time factor: 0.3321
[  57% ] Model time: 1132.0 ms, Real-time factor: 0.3321
[  57% ] Model time: 1132.5 ms, Real-time factor: 0.3321
[  57% ] Model time: 1133.0 ms, Real-time factor: 0.3322
[  57% ] Model time: 1133.5 ms, Real-time factor: 0.3322
[  57% ] Model time: 1134.0 ms, Real-time factor: 0.3322
[  57% ] Model time: 1134.5 ms, Real-time factor: 0.3322
[  57% ] Model time: 1135.0 ms, Real-time factor: 0.3322
[  57% ] Model time: 1135.5 ms, Real-time factor: 0.3322
[  57% ] Model time: 1136.0 ms, Real-time factor: 0.3322
[  57% ] Model time: 1136.5 ms, Real-time factor: 0.3323
[  57% ] Model time: 1137.0 ms, Real-time factor: 0.3323
[  57% ] Model time: 1137.5 ms, Real-time factor: 0.3323
[  57% ] Model time: 1138.0 ms, Real-time factor: 0.3323
[  57% ] Model time: 1138.5 ms, Real-time factor: 0.3323
[  57% ] Model time: 1139.0 ms, Real-time factor: 0.3323
[  57% ] Model time: 1139.5 ms, Real-time factor: 0.3323
[  57% ] Model time: 1140.0 ms, Real-time factor: 0.3323
[  58% ] Model time: 1140.5 ms, Real-time factor: 0.3323
[  58% ] Model time: 1141.0 ms, Real-time factor: 0.3323
[  58% ] Model time: 1141.5 ms, Real-time factor: 0.3324
[  58% ] Model time: 1142.0 ms, Real-time factor: 0.3324
[  58% ] Model time: 1142.5 ms, Real-time factor: 0.3324
[  58% ] Model time: 1143.0 ms, Real-time factor: 0.3324
[  58% ] Model time: 1143.5 ms, Real-time factor: 0.3324
[  58% ] Model time: 1144.0 ms, Real-time factor: 0.3324
[  58% ] Model time: 1144.5 ms, Real-time factor: 0.3324
[  58% ] Model time: 1145.0 ms, Real-time factor: 0.3325
[  58% ] Model time: 1145.5 ms, Real-time factor: 0.3325
[  58% ] Model time: 1146.0 ms, Real-time factor: 0.3325
[  58% ] Model time: 1146.5 ms, Real-time factor: 0.3325
[  58% ] Model time: 1147.0 ms, Real-time factor: 0.3325
[  58% ] Model time: 1147.5 ms, Real-time factor: 0.3325
[  58% ] Model time: 1148.0 ms, Real-time factor: 0.3325
[  58% ] Model time: 1148.5 ms, Real-time factor: 0.3325
[  58% ] Model time: 1149.0 ms, Real-time factor: 0.3325
[  58% ] Model time: 1149.5 ms, Real-time factor: 0.3326
[  58% ] Model time: 1150.0 ms, Real-time factor: 0.3326
[  58% ] Model time: 1150.5 ms, Real-time factor: 0.3326
[  58% ] Model time: 1151.0 ms, Real-time factor: 0.3326
[  58% ] Model time: 1151.5 ms, Real-time factor: 0.3326
[  58% ] Model time: 1152.0 ms, Real-time factor: 0.3326
[  58% ] Model time: 1152.5 ms, Real-time factor: 0.3327
[  58% ] Model time: 1153.0 ms, Real-time factor: 0.3327
[  58% ] Model time: 1153.5 ms, Real-time factor: 0.3327
[  58% ] Model time: 1154.0 ms, Real-time factor: 0.3327
[  58% ] Model time: 1154.5 ms, Real-time factor: 0.3327
[  58% ] Model time: 1155.0 ms, Real-time factor: 0.3327
[  58% ] Model time: 1155.5 ms, Real-time factor: 0.3327
[  58% ] Model time: 1156.0 ms, Real-time factor: 0.3327
[  58% ] Model time: 1156.5 ms, Real-time factor: 0.3328
[  58% ] Model time: 1157.0 ms, Real-time factor: 0.3328
[  58% ] Model time: 1157.5 ms, Real-time factor: 0.3328
[  58% ] Model time: 1158.0 ms, Real-time factor: 0.3328
[  58% ] Model time: 1158.5 ms, Real-time factor: 0.3328
[  58% ] Model time: 1159.0 ms, Real-time factor: 0.3328
[  58% ] Model time: 1159.5 ms, Real-time factor: 0.3329
[  58% ] Model time: 1160.0 ms, Real-time factor: 0.3329
[  59% ] Model time: 1160.5 ms, Real-time factor: 0.3329
[  59% ] Model time: 1161.0 ms, Real-time factor: 0.3329
[  59% ] Model time: 1161.5 ms, Real-time factor: 0.3329
[  59% ] Model time: 1162.0 ms, Real-time factor: 0.3329
[  59% ] Model time: 1162.5 ms, Real-time factor: 0.3330
[  59% ] Model time: 1163.0 ms, Real-time factor: 0.3330
[  59% ] Model time: 1163.5 ms, Real-time factor: 0.3330
[  59% ] Model time: 1164.0 ms, Real-time factor: 0.3330
[  59% ] Model time: 1164.5 ms, Real-time factor: 0.3330
[  59% ] Model time: 1165.0 ms, Real-time factor: 0.3330
[  59% ] Model time: 1165.5 ms, Real-time factor: 0.3330
[  59% ] Model time: 1166.0 ms, Real-time factor: 0.3330
[  59% ] Model time: 1166.5 ms, Real-time factor: 0.3331
[  59% ] Model time: 1167.0 ms, Real-time factor: 0.3331
[  59% ] Model time: 1167.5 ms, Real-time factor: 0.3331
[  59% ] Model time: 1168.0 ms, Real-time factor: 0.3331
[  59% ] Model time: 1168.5 ms, Real-time factor: 0.3331
[  59% ] Model time: 1169.0 ms, Real-time factor: 0.3331
[  59% ] Model time: 1169.5 ms, Real-time factor: 0.3331
[  59% ] Model time: 1170.0 ms, Real-time factor: 0.3331
[  59% ] Model time: 1170.5 ms, Real-time factor: 0.3331
[  59% ] Model time: 1171.0 ms, Real-time factor: 0.3331
[  59% ] Model time: 1171.5 ms, Real-time factor: 0.3332
[  59% ] Model time: 1172.0 ms, Real-time factor: 0.3332
[  59% ] Model time: 1172.5 ms, Real-time factor: 0.3332
[  59% ] Model time: 1173.0 ms, Real-time factor: 0.3332
[  59% ] Model time: 1173.5 ms, Real-time factor: 0.3332
[  59% ] Model time: 1174.0 ms, Real-time factor: 0.3332
[  59% ] Model time: 1174.5 ms, Real-time factor: 0.3332
[  59% ] Model time: 1175.0 ms, Real-time factor: 0.3332
[  59% ] Model time: 1175.5 ms, Real-time factor: 0.3332
[  59% ] Model time: 1176.0 ms, Real-time factor: 0.3332
[  59% ] Model time: 1176.5 ms, Real-time factor: 0.3332
[  59% ] Model time: 1177.0 ms, Real-time factor: 0.3332
[  59% ] Model time: 1177.5 ms, Real-time factor: 0.3332
[  59% ] Model time: 1178.0 ms, Real-time factor: 0.3332
[  59% ] Model time: 1178.5 ms, Real-time factor: 0.3333
[  59% ] Model time: 1179.0 ms, Real-time factor: 0.3333
[  59% ] Model time: 1179.5 ms, Real-time factor: 0.3333
[  59% ] Model time: 1180.0 ms, Real-time factor: 0.3333
[  60% ] Model time: 1180.5 ms, Real-time factor: 0.3333
[  60% ] Model time: 1181.0 ms, Real-time factor: 0.3333
[  60% ] Model time: 1181.5 ms, Real-time factor: 0.3333
[  60% ] Model time: 1182.0 ms, Real-time factor: 0.3333
[  60% ] Model time: 1182.5 ms, Real-time factor: 0.3333
[  60% ] Model time: 1183.0 ms, Real-time factor: 0.3333
[  60% ] Model time: 1183.5 ms, Real-time factor: 0.3333
[  60% ] Model time: 1184.0 ms, Real-time factor: 0.3333
[  60% ] Model time: 1184.5 ms, Real-time factor: 0.3333
[  60% ] Model time: 1185.0 ms, Real-time factor: 0.3333
[  60% ] Model time: 1185.5 ms, Real-time factor: 0.3333
[  60% ] Model time: 1186.0 ms, Real-time factor: 0.3333
[  60% ] Model time: 1186.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1187.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1187.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1188.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1188.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1189.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1189.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1190.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1190.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1191.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1191.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1192.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1192.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1193.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1193.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1194.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1194.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1195.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1195.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1196.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1196.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1197.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1197.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1198.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1198.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1199.0 ms, Real-time factor: 0.3334
[  60% ] Model time: 1199.5 ms, Real-time factor: 0.3334
[  60% ] Model time: 1200.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1200.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1201.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1201.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1202.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1202.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1203.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1203.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1204.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1204.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1205.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1205.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1206.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1206.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1207.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1207.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1208.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1208.5 ms, Real-time factor: 0.3335
[  61% ] Model time: 1209.0 ms, Real-time factor: 0.3335
[  61% ] Model time: 1209.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1210.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1210.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1211.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1211.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1212.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1212.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1213.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1213.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1214.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1214.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1215.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1215.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1216.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1216.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1217.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1217.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1218.0 ms, Real-time factor: 0.3336
[  61% ] Model time: 1218.5 ms, Real-time factor: 0.3336
[  61% ] Model time: 1219.0 ms, Real-time factor: 0.3337
[  61% ] Model time: 1219.5 ms, Real-time factor: 0.3337
[  61% ] Model time: 1220.0 ms, Real-time factor: 0.3337
[  62% ] Model time: 1220.5 ms, Real-time factor: 0.3337
[  62% ] Model time: 1221.0 ms, Real-time factor: 0.3337
[  62% ] Model time: 1221.5 ms, Real-time factor: 0.3337
[  62% ] Model time: 1222.0 ms, Real-time factor: 0.3337
[  62% ] Model time: 1222.5 ms, Real-time factor: 0.3337
[  62% ] Model time: 1223.0 ms, Real-time factor: 0.3337
[  62% ] Model time: 1223.5 ms, Real-time factor: 0.3337
[  62% ] Model time: 1224.0 ms, Real-time factor: 0.3337
[  62% ] Model time: 1224.5 ms, Real-time factor: 0.3337
[  62% ] Model time: 1225.0 ms, Real-time factor: 0.3337
[  62% ] Model time: 1225.5 ms, Real-time factor: 0.3337
[  62% ] Model time: 1226.0 ms, Real-time factor: 0.3337
[  62% ] Model time: 1226.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1227.0 ms, Real-time factor: 0.3338
[  62% ] Model time: 1227.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1228.0 ms, Real-time factor: 0.3338
[  62% ] Model time: 1228.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1229.0 ms, Real-time factor: 0.3338
[  62% ] Model time: 1229.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1230.0 ms, Real-time factor: 0.3338
[  62% ] Model time: 1230.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1231.0 ms, Real-time factor: 0.3338
[  62% ] Model time: 1231.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1232.0 ms, Real-time factor: 0.3338
[  62% ] Model time: 1232.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1233.0 ms, Real-time factor: 0.3338
[  62% ] Model time: 1233.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1234.0 ms, Real-time factor: 0.3338
[  62% ] Model time: 1234.5 ms, Real-time factor: 0.3338
[  62% ] Model time: 1235.0 ms, Real-time factor: 0.3339
[  62% ] Model time: 1235.5 ms, Real-time factor: 0.3339
[  62% ] Model time: 1236.0 ms, Real-time factor: 0.3339
[  62% ] Model time: 1236.5 ms, Real-time factor: 0.3339
[  62% ] Model time: 1237.0 ms, Real-time factor: 0.3339
[  62% ] Model time: 1237.5 ms, Real-time factor: 0.3339
[  62% ] Model time: 1238.0 ms, Real-time factor: 0.3339
[  62% ] Model time: 1238.5 ms, Real-time factor: 0.3339
[  62% ] Model time: 1239.0 ms, Real-time factor: 0.3339
[  62% ] Model time: 1239.5 ms, Real-time factor: 0.3339
[  62% ] Model time: 1240.0 ms, Real-time factor: 0.3339
[  63% ] Model time: 1240.5 ms, Real-time factor: 0.3339
[  63% ] Model time: 1241.0 ms, Real-time factor: 0.3339
[  63% ] Model time: 1241.5 ms, Real-time factor: 0.3339
[  63% ] Model time: 1242.0 ms, Real-time factor: 0.3339
[  63% ] Model time: 1242.5 ms, Real-time factor: 0.3339
[  63% ] Model time: 1243.0 ms, Real-time factor: 0.3339
[  63% ] Model time: 1243.5 ms, Real-time factor: 0.3340
[  63% ] Model time: 1244.0 ms, Real-time factor: 0.3340
[  63% ] Model time: 1244.5 ms, Real-time factor: 0.3340
[  63% ] Model time: 1245.0 ms, Real-time factor: 0.3340
[  63% ] Model time: 1245.5 ms, Real-time factor: 0.3340
[  63% ] Model time: 1246.0 ms, Real-time factor: 0.3340
[  63% ] Model time: 1246.5 ms, Real-time factor: 0.3340
[  63% ] Model time: 1247.0 ms, Real-time factor: 0.3340
[  63% ] Model time: 1247.5 ms, Real-time factor: 0.3340
[  63% ] Model time: 1248.0 ms, Real-time factor: 0.3340
[  63% ] Model time: 1248.5 ms, Real-time factor: 0.3340
[  63% ] Model time: 1249.0 ms, Real-time factor: 0.3340
[  63% ] Model time: 1249.5 ms, Real-time factor: 0.3340
[  63% ] Model time: 1250.0 ms, Real-time factor: 0.3340
[  63% ] Model time: 1250.5 ms, Real-time factor: 0.3340
[  63% ] Model time: 1251.0 ms, Real-time factor: 0.3341
[  63% ] Model time: 1251.5 ms, Real-time factor: 0.3341
[  63% ] Model time: 1252.0 ms, Real-time factor: 0.3341
[  63% ] Model time: 1252.5 ms, Real-time factor: 0.3341
[  63% ] Model time: 1253.0 ms, Real-time factor: 0.3341
[  63% ] Model time: 1253.5 ms, Real-time factor: 0.3341
[  63% ] Model time: 1254.0 ms, Real-time factor: 0.3341
[  63% ] Model time: 1254.5 ms, Real-time factor: 0.3341
[  63% ] Model time: 1255.0 ms, Real-time factor: 0.3341
[  63% ] Model time: 1255.5 ms, Real-time factor: 0.3341
[  63% ] Model time: 1256.0 ms, Real-time factor: 0.3341
[  63% ] Model time: 1256.5 ms, Real-time factor: 0.3341
[  63% ] Model time: 1257.0 ms, Real-time factor: 0.3341
[  63% ] Model time: 1257.5 ms, Real-time factor: 0.3341
[  63% ] Model time: 1258.0 ms, Real-time factor: 0.3342
[  63% ] Model time: 1258.5 ms, Real-time factor: 0.3342
[  63% ] Model time: 1259.0 ms, Real-time factor: 0.3342
[  63% ] Model time: 1259.5 ms, Real-time factor: 0.3342
[  63% ] Model time: 1260.0 ms, Real-time factor: 0.3342
[  64% ] Model time: 1260.5 ms, Real-time factor: 0.3342
[  64% ] Model time: 1261.0 ms, Real-time factor: 0.3342
[  64% ] Model time: 1261.5 ms, Real-time factor: 0.3342
[  64% ] Model time: 1262.0 ms, Real-time factor: 0.3342
[  64% ] Model time: 1262.5 ms, Real-time factor: 0.3342
[  64% ] Model time: 1263.0 ms, Real-time factor: 0.3342
[  64% ] Model time: 1263.5 ms, Real-time factor: 0.3342
[  64% ] Model time: 1264.0 ms, Real-time factor: 0.3342
[  64% ] Model time: 1264.5 ms, Real-time factor: 0.3342
[  64% ] Model time: 1265.0 ms, Real-time factor: 0.3342
[  64% ] Model time: 1265.5 ms, Real-time factor: 0.3342
[  64% ] Model time: 1266.0 ms, Real-time factor: 0.3343
[  64% ] Model time: 1266.5 ms, Real-time factor: 0.3343
[  64% ] Model time: 1267.0 ms, Real-time factor: 0.3343
[  64% ] Model time: 1267.5 ms, Real-time factor: 0.3343
[  64% ] Model time: 1268.0 ms, Real-time factor: 0.3343
[  64% ] Model time: 1268.5 ms, Real-time factor: 0.3343
[  64% ] Model time: 1269.0 ms, Real-time factor: 0.3343
[  64% ] Model time: 1269.5 ms, Real-time factor: 0.3343
[  64% ] Model time: 1270.0 ms, Real-time factor: 0.3343
[  64% ] Model time: 1270.5 ms, Real-time factor: 0.3343
[  64% ] Model time: 1271.0 ms, Real-time factor: 0.3343
[  64% ] Model time: 1271.5 ms, Real-time factor: 0.3343
[  64% ] Model time: 1272.0 ms, Real-time factor: 0.3343
[  64% ] Model time: 1272.5 ms, Real-time factor: 0.3343
